date,dxy,gold_price,m2_money_supply,usdt_dominance
2016-06-26,112.1355,1320.0,12849.3,0.058898034714148
2016-06-27,113.1301,1322.5,12849.3,0.0572365643200809
2016-06-28,112.7545,1315.300048828125,12849.3,0.0573712228006698
2016-06-29,111.8597,1323.9000244140625,12849.3,0.057951015013332
2016-06-30,112.1618,1318.4000244140625,12849.3,0.0551765908950992
2016-07-01,111.6509,1336.699951171875,12907.3,0.0548672094533836
2016-07-02,111.6509,1336.699951171875,12907.3,0.0531984786037495
2016-07-03,111.6509,1336.699951171875,12907.3,0.0563931831611274
2016-07-04,111.6509,1336.699951171875,12907.3,0.0546350312467842
2016-07-05,112.4231,1356.4000244140625,12907.3,0.0557015157354205
2016-07-06,112.5438,1364.9000244140625,12907.3,0.0550231685985245
2016-07-07,112.5775,1360.0999755859375,12907.3,0.0581654339895513
2016-07-08,112.3963,1356.5999755859375,12907.3,0.0560621203625587
2016-07-09,112.3963,1356.5999755859375,12907.3,0.0567223911978521
2016-07-10,112.3963,1356.5999755859375,12907.3,0.0568550904110994
2016-07-11,112.5254,1355.0,12907.3,0.0565714802853785
2016-07-12,112.1102,1334.0999755859375,12907.3,0.0543625965161813
2016-07-13,112.0266,1342.4000244140625,12907.3,0.0551278855089669
2016-07-14,111.7692,1331.300048828125,12907.3,0.0547786370676177
2016-07-15,112.2833,1326.5,12907.3,0.0544648887543749
2016-07-16,112.2833,1326.5,12907.3,0.0545511863713443
2016-07-17,112.2833,1326.5,12907.3,0.0620573602947822
2016-07-18,112.2463,1328.4000244140625,12907.3,0.0630454603436735
2016-07-19,112.638,1331.5,12907.3,0.0622182211621745
2016-07-20,112.6743,1318.800048828125,12907.3,0.0631597051912539
2016-07-21,112.6239,1330.5,12907.3,0.0632760866006609
2016-07-22,112.989,1323.0999755859375,12907.3,0.0647805809697778
2016-07-23,112.989,1323.0999755859375,12907.3,0.063968874313405
2016-07-24,112.989,1323.0999755859375,12907.3,0.0631815338846392
2016-07-25,113.1784,1319.300048828125,12907.3,0.0640396360342006
2016-07-26,113.0593,1320.699951171875,12907.3,0.0647807799267372
2016-07-27,113.217,1326.5999755859375,12907.3,0.064233982471812
2016-07-28,112.7393,1332.300048828125,12907.3,0.0643302962694086
2016-07-29,111.874,1349.0,12907.3,0.0645039762944427
2016-07-30,111.874,1349.0,12907.3,0.0646525571433649
2016-07-31,111.874,1349.0,12907.3,0.067739863101951
2016-08-01,111.9757,1351.4000244140625,12986.7,0.0697335147776051
2016-08-02,111.7124,1364.4000244140625,12986.7,0.0792670137414958
2016-08-03,111.9419,1356.0999755859375,12986.7,0.0736194481241607
2016-08-04,111.9149,1358.800048828125,12986.7,0.0722963243227463
2016-08-05,112.3589,1336.4000244140625,12986.7,0.0734270389967475
2016-08-06,112.3589,1336.4000244140625,12986.7,0.0716692237242633
2016-08-07,112.3589,1336.4000244140625,12986.7,0.07084163630448
2016-08-08,112.1456,1333.4000244140625,12986.7,0.0708507036397883
2016-08-09,111.722,1339.0,12986.7,0.071995670559646
